ID|SNOMED_CID|SNOMED_FSN|SNOMED_CONCEPT_STATUS|UMLS_CUI|OCCURRENCE|USAGE|FIRST_IN_SUBSET|IS_RETIRED_FROM_SUBSET|LAST_IN_SUBSET|REPLACED_BY_SNOMED_CID
5724|78129009|Thrombotic thrombocytopenic purpura (disorder)|Current|C0034155|1|0.0004|200907|False||
5725|78141002|Erb-Duchenne paralysis (disorder)|Current|C0270897|1|0.0004|200907|False||
5726|78715003|Subdeltoid bursitis (disorder)|Current|C0149848|1|0.0004|200907|False||
5727|79168008|Congenital genu varum (disorder)|Current|C0152432|1|0.0004|200907|False||
5728|80093006|Enophthalmos (disorder)|Current|C0014306|1|0.0004|200907|False||
5729|80623000|Sleep-wake schedule disorder, delayed phase type (disorder)|Current|C0393770|1|0.0004|201002|False||
5730|82275008|Allergic granulomatosis angiitis (disorder)|Current|C0008728|1|0.0004|200907|False||
5731|83785004|Transient blindness (disorder)|Current|C0155003|1|0.0004|200907|False||
5732|84568007|Atrophic gastritis (disorder)|Current|C0017154|1|0.0004|201208|False||
5733|84760002|Schizoaffective disorder, depressive type (disorder)|Current|C0270497|1|0.0004|200907|False||
5734|85042000|Epiphora due to insufficient drainage (disorder)|Current|C0155234|1|0.0004|200907|False||
5735|85470006|Testosterone measurement, total (procedure)|Current|C0202227|1|0.0004|201208|False||
5736|85942002|Ulceration of intestine (disorder)|Current|C0151971|1|0.0004|200907|False||
5737|86088003|Centesis (procedure)|Current|C0034115|1|0.0004|200907|False||
5738|86234004|Hypertensive heart AND renal disease (disorder)|Current|C0155601|1|0.0004|200907|False||
5739|86347007|Traumatic urethral stricture (disorder)|Current|C0403698|1|0.0004|200907|False||
5740|87366001|Total elbow replacement (procedure)|Current|C0186781|1|0.0004|201002|False||
5741|87688009|Cholesteatoma of middle ear (disorder)|Current|C0155490|1|0.0004|200907|False||
5742|87696004|Hemorrhagic cystitis (disorder)|Current|C0085692|1|0.0004|200907|False||
5743|88562000|Acquired deformity of ankle AND/OR foot (disorder)|Current|C0264150|1|0.0004|201208|False||
5744|88805009|Chronic congestive heart failure (disorder)|Current|C0264722|1|0.0004|200907|False||
5745|89091004|Edema of eyelid (disorder)|Current|C0162285|1|0.0004|200907|False||
5746|89405008|Vesicovaginal fistula (disorder)|Current|C0042582|1|0.0004|200907|False||
5747|89452002|Hyperplastic polyp of intestine (disorder)|Current|C0267364|1|0.0004|201002|False||
5748|8971008|Psychalgia (finding)|Current|C0152174|1|0.0004|200907|False||
5749|89966002|Hematoma of scrotum (disorder)|Current|C0268936|1|0.0004|200907|False||
5750|90070003|Pneumothorax due to trauma (disorder)|Current|C0282015|1|0.0004|200907|False||
5751|90673000|Burning sensation (finding)|Current|C0085624|1|0.0004|201702|False||
5752|92369000|Benign neoplasm of skin of lip (disorder)|Current|C0153982|1|0.0004|200907|False||
5753|92394004|Benign neoplasm of soft tissues of lower limb (disorder)|Current|C0684706|1|0.0004|200907|False||
5754|93162007|Lipoma of spermatic cord (disorder)|Current|C0153972|1|0.0004|200907|False||
5755|93195001|Malignant lymphoma of lymph nodes of head, face AND/OR neck (disorder)|Current|C0432556|1|0.0004|201002|False||
5756|93974005|Primary malignant neoplasm of prostate (disorder)|Current|C1330959|1|0.0004|200907|False||
5757|94243009|Secondary malignant neoplasm of central nervous system (disorder)|Current|C0686377|1|0.0004|200907|False||
5758|94351005|Secondary malignant neoplasm of intrathoracic lymph nodes (disorder)|Current|C0686645|1|0.0004|200907|False||
5759|94409002|Secondary malignant neoplasm of mediastinum (disorder)|Current|C0153677|1|0.0004|200907|False||
5760|94628003|Secondary malignant neoplasm of retroperitoneum (disorder)|Current|C0346992|1|0.0004|200907|False||
5761|95418008|Muscle spasms of head AND/OR neck (disorder)|Current|C0521518|1|0.0004|200907|False||
5762|95441000|Pulmonary artery stenosis (disorder)|Current|C0238397|1|0.0004|200907|False||
5763|95800001|Asteroid hyalosis (disorder)|Current|C0521770|1|0.0004|200907|False||
5764|95827002|Congenital hearing disorder (disorder)|Current|C0236038|1|0.0004|200907|False||
5765|9682006|Fracture of scapula (disorder)|Current|C0159667|1|0.0004|200907|False||
5766|9953008|Acute alcoholic liver disease (disorder)|Current|C0001306|1|0.0004|201208|False||
5767|9957009|Urethral discharge (finding)|Current|C0152447|1|0.0004|200907|False||
5768|102449007|Tardive dyskinesia (disorder)|Current|C3714760|1|0.0003|200907|False||
5769|109385007|Kaposi's sarcoma (disorder)|Current|C0036220|1|0.0003|200907|False||
5770|109843000|Hepatoblastoma (disorder)|Current|C0206624|1|0.0003|200907|False||
5771|109972003|Follicular non-Hodgkin's lymphoma, large cell (disorder)|Current|C1264190|1|0.0003|201902|False||
5772|111347003|Exostosis of jaw (disorder)|Current|C0155955|1|0.0003|200907|False||
5773|111479008|Organic mental disorder (disorder)|Current|C0029227|1|0.0003|200907|False||
5774|112104007|Localized pain (finding)|Current|C0520962|1|0.0003|200907|False||
5775|11226001|Fuchs' heterochromic cyclitis (disorder)|Current|C0016782|1|0.0003|200907|False||
5776|11791001|Necrotizing vasculitis (disorder)|Current|C1318520|1|0.0003|200907|False||
5777|118618005|Mycosis fungoides (disorder)|Current|C0026948|1|0.0003|200907|False||
5778|118939000|Disorder of neck (disorder)|Current|C0558385|1|0.0003|201108|False||
5779|122465003|Reconstruction procedure (procedure)|Current|C0524865|1|0.0003|200907|False||
5780|122856003|Oral examination (procedure)|Current|C0376306|1|0.0003|200907|False||
5781|12351004|Crowding of teeth (disorder)|Current|C0040433|1|0.0003|200907|False||
5782|123608004|Cholangiectasis (disorder)|Current|C0585008|1|0.0003|201002|False||
5783|125597008|Injury of forearm (disorder)|Current|C0016537|1|0.0003|200907|False||
5784|125665001|Crushing injury (disorder)|Current|C0332679|1|0.0003|200907|False||
5785|126824007|Neoplasm of stomach (disorder)|Current|C0038356|1|0.0003|200907|False||
5786|127018007|Neoplasm of thyroid gland (disorder)|Current|C0040136|1|0.0003|200907|False||
5787|128351009|Eye infection (disorder)|Current|C0015403|1|0.0003|200907|False||
5788|129128006|Infectious disorder of kidney (disorder)|Current|C0021313|1|0.0003|200907|False||
5789|129252005|Suprapubic cystostomy (procedure)|Current|C0087042|1|0.0003|200907|False||
5790|129846003|Polypharmacy (finding)|Current|C2922974|1|0.0003|200907|False||
5791|14949009|Old disruption of ligament of knee (disorder)|Current|C0263789|1|0.0003|200907|False||
5792|15803009|Bladder pain (finding)|Current|C0232849|1|0.0003|200907|False||
5793|160381001|Family history: Gastrointestinal disease (situation)|Current|C0455420|1|0.0003|200907|False||
5794|160417009|Family history: Congenital anomaly (situation)|Current|C1261329|1|0.0003|201002|False||
5795|160603005|Light cigarette smoker (1-9 cigs/day) (finding)|Current|C0425295|1|0.0003|200907|False||
5796|161155000|School problem (finding)|Current|C0580094|1|0.0003|200907|False||
5797|161483005|History of Bell's palsy (situation)|Current|C0455514|1|0.0003|200907|False||
5798|161811009|History of perinatal fetal loss (situation)|Current|C0438097|1|0.0003|201002|False||
5799|16358007|Chronic disease of tonsils AND/OR adenoids (disorder)|Current|C0155828|1|0.0003|200907|False||
5800|168749009|Mammography normal (finding)|Current|C0436449|1|0.0003|200907|False||
5801|16965008|Insertion of intra-aortic balloon counterpulsation (procedure)|Current|C0190359|1|0.0003|200907|False||
5802|171237002|Skin disease screening (procedure)|Current|C0420052|1|0.0003|201002|False||
5803|171251002|Urine screening abnormal (finding)|Current|C0438142|1|0.0003|200907|False||
5804|172485001|Laser trabeculoplasty (procedure)|Current|C0395482|1|0.0003|200907|False||
5805|175095005|Open ablation of atrioventricular node (procedure)|Current|C0397406|1|0.0003|200907|False||
5806|17542004|Accident while engaged in work-related activity (event)|Current|C0586557|1|0.0003|200907|False||
5807|178155009|Plastic repair of tendon (procedure)|Current|C0565350|1|0.0003|201902|False||
5808|179950008|Abnormal defecation (finding)|Current|C0232698|1|0.0003|200907|False||
5809|18003009|Gender identity disorder of adulthood (disorder)|Current|C0270312|1|0.0003|201002|False||
5810|18283000|Acquired deformity of nose (disorder)|Current|C0028431|1|0.0003|200907|False||
5811|18526009|Disorder of appendix (disorder)|Current|C0267613|1|0.0003|200907|False||
5812|18643000|Ethmoidal sinusitis (disorder)|Current|C0015029|1|0.0003|200907|False||
5813|187732006|Malignant tumor of cardia (disorder)|Current|C0153417|1|0.0003|200907|False||
5814|187793004|Malignant tumor of pancreatic duct (disorder)|Current|C0153461|1|0.0003|200907|False||
5815|188032002|Malignant melanoma of ear and/or external auditory canal (disorder)|Current|C0346773|1|0.0003|201002|False||
5816|188075008|Malignant melanoma of foot (disorder)|Current|C0346808|1|0.0003|201002|False||
5817|188240003|Malignant tumor of vault of bladder (disorder)|Current|C0496827|1|0.0003|200907|False||
5818|18842008|Corticobasal degeneration (disorder)|Current|C0393570|1|0.0003|200907|False||
5819|190368000|Type I diabetes mellitus with ulcer (disorder)|Current|C0579065|1|0.0003|200907|False||
5820|190829000|Chronic urate nephropathy (disorder)|Current|C0268769|1|0.0003|200907|False||
5821|191956005|Psychogenic hyperventilation (finding)|Current|C0149715|1|0.0003|200907|False||
5822|193137006|Lesion of radial nerve (disorder)|Current|C0154744|1|0.0003|200907|False||
5823|193967004|Swelling of eyelid (finding)|Current|C0560024|1|0.0003|200907|False||
5824|195303005|Gangrene of foot (disorder)|Current|C0459830|1|0.0003|200907|False||
5825|195677001|Recurrent acute tonsillitis (disorder)|Current|C0339868|1|0.0003|201002|False||
5826|195790000|Pansinusitis (disorder)|Current|C0558362|1|0.0003|200907|False||
5827|195957006|Chronic bullous emphysema (disorder)|Current|C1261120|1|0.0003|200907|False||
5828|196983007|Regional ileocolitis (disorder)|Current|C0267383|1|0.0003|200907|False||
5829|197001004|Superior mesenteric vein thrombosis (disorder)|Current|C0340704|1|0.0003|200907|False||
5830|197118003|Constipation - functional (disorder)|Current|C0401146|1|0.0003|200907|False||
5831|197166005|Rectal abscess (disorder)|Current|C0149770|1|0.0003|200907|False||
5832|197210001|Anal and rectal polyp (disorder)|Current|C0002753|1|0.0003|200907|False||
5833|197432008|Biliary dyskinesia (disorder)|Current|C0005416|1|0.0003|200907|False||
5834|197494007|Intestinal malabsorption of fat (disorder)|Current|C0554103|1|0.0003|200907|False||
5835|197618004|Chronic focal glomerulonephritis (disorder)|Current|C0403419|1|0.0003|200907|False||
5836|199049003|Threatened premature labor - not delivered (finding)|Current|C0473389|1|0.0003|201002|False||
5837|199064003|Post-term pregnancy - not delivered (disorder)|Current|C0405092|1|0.0003|201002|False||
5838|200776003|Infantile seborrheic dermatitis (disorder)|Current|C0343047|1|0.0003|200907|False||
5839|200933006|Ocular rosacea (disorder)|Current|C0406486|1|0.0003|200907|False||
5840|201281002|Café au lait spot (disorder)|Current|C0221263|1|0.0003|200907|False||
5841|201796004|Systemic onset juvenile chronic arthritis (disorder)|Current|C1384600|1|0.0003|200907|False||
5842|202109007|Old medial collateral ligament disruption (disorder)|Current|C0158067|1|0.0003|200907|False||
5843|202248001|Recurrent subluxation of the patella (disorder)|Current|C0409377|1|0.0003|200907|False||
5844|202735001|Lumbar disc prolapse with radiculopathy (disorder)|Current|C0410629|1|0.0003|200907|False||
5845|203076007|Contracture of Achilles tendon (disorder)|Current|C0410264|1|0.0003|201108|False||
5846|203095000|Spasm of back muscles (finding)|Current|C0238738|1|0.0003|200907|False||
5847|205564003|Congenital pigmentary skin anomalies (disorder)|Current|C0009726|1|0.0003|200907|False||
5848|20701002|Open reduction of fracture with internal fixation (procedure)|Current|C1297885|1|0.0003|201002|False||
5849|20721001|Tricuspid valve disorder (disorder)|Current|C0264882|1|0.0003|200907|False||
5850|207787008|Fracture of orbital floor (disorder)|Current|C0149944|1|0.0003|201002|False||
5851|208449001|Closed fracture finger proximal phalanx, multiple (disorder)|Current|C0435705|1|0.0003|201108|False||
5852|20848007|Infestation caused by Pediculus (disorder)|Current|C0030756|1|0.0003|200907|False||
5853|20917003|Chronic glomerulonephritis (disorder)|Current|C0152451|1|0.0003|200907|False||
5854|213017001|Sexual abuse (event)|Current|C0282350|1|0.0003|200907|False||
5855|21779006|Retractile testis (disorder)|Current|C0520578|1|0.0003|201002|False||
5856|228148009|Fine motor impairment (finding)|Current|C0556281|1|0.0003|200907|False||
5857|230156002|Malignant meningitis (disorder)|Current|C0220654|1|0.0003|200907|False||
5858|230773005|Spastic cerebral palsy (disorder)|Current|C0338596|1|0.0003|201408|False||
5859|2314005|Unprotected sexual intercourse (finding)|Current|C1578545|1|0.0003|200907|False||
5860|231797007|Seborrheic blepharitis (disorder)|Current|C0149842|1|0.0003|200907|False||
5861|231857004|Giant papillary conjunctivitis (disorder)|Current|C0009769|1|0.0003|200907|False||
5862|232074003|Congenital hypertrophy of retinal pigment epithelium (disorder)|Current|C0339555|1|0.0003|200907|False||
5863|232326009|High frequency deafness (disorder)|Current|C0018780|1|0.0003|200907|False||
5864|23293006|Rupture of eye with partial loss of intraocular tissue (disorder)|Current|C0160469|1|0.0003|200907|False||
5865|233185009|Reprogramming of cardiac pacemaker (procedure)|Current|C0397447|1|0.0003|200907|False||
5866|233674008|Pulmonary emphysema in alpha-1 primary immunodeficiency deficiency (disorder)|Current|C0340050|1|0.0003|201108|False||
5867|233845001|Cardiac syndrome X (finding)|Current|C0206064|1|0.0003|200907|False||
5868|234228008|Disorder of implantable defibrillator (disorder)|Current|C0340933|1|0.0003|200907|False||
5869|234467004|Thrombophilia (disorder)|Current|C0398623|1|0.0003|200907|False||
5870|235019006|Erosion of oral mucosa (disorder)|Current|C0399461|1|0.0003|201002|False||
5871|235570008|Dilatation of bile duct (procedure)|Current|C0400751|1|0.0003|201002|False||
5872|235774002|Abscess of colon co-occurrent and due to diverticular disease of colon (disorder)|Current|C0581275|1|0.0003|201002|False||
5873|235918000|Obstruction of biliary tree (disorder)|Current|C0400979|1|0.0003|200907|False||
5874|236117001|Retraction of stoma (disorder)|Current|C0341594|1|0.0003|200907|False||
5875|23627006|Chronic pericarditis (disorder)|Current|C0265143|1|0.0003|200907|False||
5876|236664000|Post-micturition incontinence (finding)|Current|C0403668|1|0.0003|201002|False||
5877|23714000|Nasal vestibulitis (disorder)|Current|C0339825|1|0.0003|200907|False||
5878|237240001|Teenage pregnancy (finding)|Current|C0032968|1|0.0003|200907|False||
5879|238086005|Fredrickson type I hyperlipoproteinemia (disorder)|Current|C0023817|1|0.0003|200907|False||
5880|238564003|Psoriasiform eczema (disorder)|Current|C0262985|1|0.0003|200907|False||
5881|238968009|Vulvodynia (disorder)|Current|C0406670|1|0.0003|200907|False||
5882|239729004|Rupture of medial collateral ligament of knee (disorder)|Current|C0409320|1|0.0003|201002|False||
5883|239735004|Contracture of wrist joint (disorder)|Current|C0343145|1|0.0003|200907|False||
5884|240271006|Persistent prosthetic joint pain (disorder)|Current|C0410816|1|0.0003|201002|False||
5885|248278004|Attacks of weakness (finding)|Current|C0424593|1|0.0003|201002|False||
5886|248521008|Lump on finger (finding)|Current|C0424853|1|0.0003|200907|False||
5887|24867002|Severe adrenal insufficiency (disorder)|Current|C0151467|1|0.0003|200907|False||
5888|249489001|Choking (finding)|Current|C0008301|1|0.0003|200907|False||
5889|249913002|Knee stiff (finding)|Current|C0240129|1|0.0003|200907|False||
5890|249914008|Hip stiff (finding)|Current|C0239957|1|0.0003|200907|False||
5891|25082004|Resting tremor (finding)|Current|C0234379|1|0.0003|200907|False||
5892|253032007|Benign pheochromocytoma (disorder)|Current|C0474822|1|0.0003|200907|False||
5893|253416000|Atrioventricular septal defect: atrial and ventricular components (disorder)|Current|C0344787|1|0.0003|200907|False||
5894|25416002|Peripheral neuralgia (disorder)|Current|C0031121|1|0.0003|200907|False||
5895|254547001|Carcinoma of upper third of esophagus (disorder)|Current|C0345779|1|0.0003|200907|False||
5896|254794007|Angiosarcoma of skin (disorder)|Current|C0346081|1|0.0003|200907|False||
5897|255034006|Thyroid follicular adenoma (disorder)|Current|C0151468|1|0.0003|200907|False||
5898|255071008|Squamous cell carcinoma of lip (disorder)|Current|C0280302|1|0.0003|200907|False||
5899|262802005|Laceration of liver (disorder)|Current|C0347633|1|0.0003|200907|False||
5900|262998001|Sprain of toe joint (disorder)|Current|C0434480|1|0.0003|200907|False||
5901|263207000|Fracture of shaft of radius and/or ulna (disorder)|Current|C0435627|1|0.0003|200907|False||
5902|26460006|Slipped upper femoral epiphysis (disorder)|Current|C0158441|1|0.0003|200907|False||
5903|266249003|Ventricular hypertrophy (disorder)|Current|C0340279|1|0.0003|200907|False||
5904|26660001|Dilatation of aorta (disorder)|Current|C0265004|1|0.0003|200907|False||
5905|266997008|History of gastrointestinal disease (situation)|Current|C0455553|1|0.0003|200907|False||
5906|267023007|Excessive eating - polyphagia (finding)|Current|C0020505|1|0.0003|200907|False||
5907|267971005|Thoracic spondylosis without myelopathy (disorder)|Current|C0158243|1|0.0003|200907|False||
5908|268240006|Congenital torticollis (disorder)|Current|C0079352|1|0.0003|200907|False||
5909|271511000|Hepatitis B immune (finding)|Current|C0428033|1|0.0003|200907|False||
5910|271700006|Chorea (finding)|Current|C0008489|1|0.0003|200907|False||
5911|274203005|Subungual hematoma of foot (disorder)|Current|C0558427|1|0.0003|200907|False||
5912|274521009|Electroencephalogram abnormal (finding)|Current|C0151611|1|0.0003|201002|False||
5913|274718005|Orchitis (disorder)|Current|C0029191|1|0.0003|200907|False||
5914|275320004|Injury of nail (disorder)|Current|C0347575|1|0.0003|200907|False||
5915|275544003|History of heart disorder (situation)|Current|C0559157|1|0.0003|200907|False||
5916|275565009|History of intestinal by-pass (situation)|Current|C0559175|1|0.0003|200907|False||
5917|276962007|Squamous cell carcinoma of palate (disorder)|Current|C0349568|1|0.0003|201002|False||
5918|277196008|Berry aneurysm (disorder)|Current|C0005136|1|0.0003|200907|False||
5919|277799005|Scalp pruritus (disorder)|Current|C0240941|1|0.0003|200907|False||
5920|27836007|Pertussis (disorder)|Current|C0043167|1|0.0003|200907|False||
5921|278504009|Afibrinogenemia (disorder)|Current|C0001733|1|0.0003|200907|False||
5922|280972008|Arteriovenous graft thrombosis (disorder)|Current|C0349757|1|0.0003|200907|False||
5923|28271003|Noninflammatory disorder of vulva (disorder)|Current|C0269216|1|0.0003|200907|False||
5924|282785008|Anterior cord syndrome (disorder)|Current|C0560649|1|0.0003|201902|False||
5925|284591009|Persistent alcohol abuse (disorder)|Current|C0001973|1|0.0003|201002|False||
5926|28626004|Vesicocolic fistula (disorder)|Current|C0268842|1|0.0003|200907|False||
5927|28689008|Interstitial nephritis (disorder)|Current|C0027707|1|0.0003|200907|False||
5928|287021004|Synovitis/tenosynovitis - knee (disorder)|Current|C0564797|1|0.0003|200907|False||
5929|298172006|Foot joint inflamed (finding)|Current|C0574953|1|0.0003|201002|False||
5930|298181000|Range of joint movement increased (finding)|Current|C1844820|1|0.0003|200907|False||
5931|298731003|Pain of sternum (finding)|Current|C0575503|1|0.0003|201002|False||
5932|298924009|Elbow joint unstable (finding)|Current|C0575695|1|0.0003|200907|False||
5933|299233007|Deformity of hip joint (finding)|Current|C0239954|1|0.0003|200907|False||
5934|300492006|Lesion of testis (finding)|Current|C0577215|1|0.0003|200907|False||
5935|300953009|Pain in axilla (finding)|Current|C0577659|1|0.0003|200907|False||
5936|300996004|Controlled atrial fibrillation (disorder)|Current|C0577699|1|0.0003|200907|False||
5937|301202006|Nasal sinus problem (finding)|Current|C0577887|1|0.0003|200907|False||
5938|301218000|Lesion of vocal cord (finding)|Current|C0577903|1|0.0003|200907|False||
5939|301779004|Anal inflammation (disorder)|Current|C0238634|1|0.0003|201002|False||
5940|302297009|Congenital deformity of foot (disorder)|Current|C0016508|1|0.0003|200907|False||
5941|302935008|Infective discitis (disorder)|Current|C0559258|1|0.0003|200907|False||
5942|302936009|Enthesopathy of wrist and/or hand (disorder)|Current|C0410055|1|0.0003|200907|False||
5943|304321000|Decreased range of knee movement (finding)|Current|C0582208|1|0.0003|201108|False||
5944|30523006|Degenerative drusen (disorder)|Current|C0271088|1|0.0003|200907|False||
5945|307136000|Old healed fracture of bone (finding)|Current|C0585013|1|0.0003|200907|False||
5946|30721006|Intention tremor (finding)|Current|C4551520|1|0.0003|200907|False||
5947|310701003|Behcet's syndrome (disorder)|Current|C0004943|1|0.0003|200907|False||
5948|311764000|Family counseling (procedure)|Current|C0152055|1|0.0003|201108|False||
5949|313270001|Percutaneous insertion of nephrostomy tube (procedure)|Current|C0027724|1|0.0003|200907|False||
5950|314128006|Laparoscopic Nissen fundoplication using abdominal approach (procedure)|Current|C1278730|1|0.0003|200907|False||
5951|314990009|Metastasis from malignant tumor of bone (disorder)|Current|C1282492|1|0.0003|201002|False||
5952|330007|Occipital headache (finding)|Current|C0231613|1|0.0003|200907|False||
5953|33149006|Pancreatectomy (procedure)|Current|C0030279|1|0.0003|200907|False||
5954|33195004|Teleradiotherapy procedure (procedure)|Current|C0419095|1|0.0003|201002|False||
5955|34124000|Foreign body in vagina (disorder)|Current|C0149804|1|0.0003|200907|False||
5956|35481005|Mixed bipolar I disorder in remission (disorder)|Current|C0520627|1|0.0003|200907|False||
5957|359551000|Angioplasty of vein (procedure)|Current|C0455750|1|0.0003|200907|False||
5958|36184004|Aneurysm of renal artery (disorder)|Current|C0155742|1|0.0003|200907|False||
5959|363385007|Malignant tumor of floor of mouth (disorder)|Current|C0153368|1|0.0003|200907|False||
5960|363475005|Malignant tumor of spinal cord (disorder)|Current|C0153646|1|0.0003|200907|False||
5961|363494000|Malignant tumor of mediastinum (disorder)|Current|C0153504|1|0.0003|200907|False||
5962|363501002|Malignant tumor of face (disorder)|Current|C0684808|1|0.0003|201902|False||
5963|36995006|Drainage of external ear (procedure)|Current|C0198018|1|0.0003|200907|False||
5964|37042000|Guttate psoriasis (disorder)|Current|C0343052|1|0.0003|200907|False||
5965|370532003|Head tilt (finding)|Current|C1299932|1|0.0003|200907|False||
5966|370540009|Adverse reaction caused by food (disorder)|Current|C1299938|1|0.0003|200907|False||
5967|37102008|Disorder of endocrine ovary (disorder)|Current|C0154208|1|0.0003|200907|False||
5968|371090009|Cholestasis of parenteral nutrition (disorder)|Current|C1299634|1|0.0003|200907|False||
5969|3713005|Release for de Quervain's tenosynovitis of hand (procedure)|Current|C0187110|1|0.0003|200907|False||
5970|371345007|Laser iridotomy (procedure)|Current|C0395459|1|0.0003|200907|False||
5971|373584008|Congenital pelviureteric junction obstruction (disorder)|Current|C1298714|1|0.0003|201002|False||
5972|37746008|Avoidant personality disorder (disorder)|Current|C0004444|1|0.0003|200907|False||
5973|37895003|Osteoarthrosis of the carpometacarpal joint of the thumb (disorder)|Current|C0409956|1|0.0003|200907|False||
5974|384643000|Repair of tricuspid valve (procedure)|Current|C0396899|1|0.0003|200907|False||
5975|391083006|History of bilateral oophorectomy (situation)|Current|C1272060|1|0.0003|200907|False||
5976|395321006|Foley catheter long term use (procedure)|Current|C1275524|1|0.0003|200907|False||
5977|39539005|Abnormal renal function (finding)|Current|C0151746|1|0.0003|200907|False||
5978|39812007|Contusion of forearm (disorder)|Current|C0432762|1|0.0003|200907|False||
5979|398987004|Headache following lumbar puncture (disorder)|Current|C0270697|1|0.0003|200907|False||
5980|399044006|Glossopyrosis (disorder)|Current|C0241426|1|0.0003|200907|False||
5981|399141000|Male sterilization (procedure)|Current|C0024559|1|0.0003|200907|False||
5982|399205006|Pseudofolliculitis barbae (disorder)|Current|C0549150|1|0.0003|200907|False||
5983|399992009|Erythroderma (disorder)|Current|C0011606|1|0.0003|201708|False||
5984|400038003|Congenital malformation syndrome (disorder)|Current|C1302790|1|0.0003|201408|False||
5985|400178008|Lymphangioma (disorder)|Current|C0024221|1|0.0003|200907|False||
5986|402522006|Basal cell carcinoma of lower extremity (disorder)|Current|C1304293|1|0.0003|200907|False||
5987|402878003|Germ cell tumor (disorder)|Current|C0205851|1|0.0003|200907|False||
5988|402944008|Condylomata lata of perianal skin (disorder)|Current|C1274361|1|0.0003|200907|False||
5989|403899005|Squamous cell carcinoma of skin of trunk (disorder)|Current|C1275187|1|0.0003|201002|False||
5990|404098005|Digital mucous cyst (disorder)|Current|C1275289|1|0.0003|200907|False||
5991|404670008|Cholesterol retinal embolus (disorder)|Current|C1321321|1|0.0003|200907|False||
5992|405843009|Widespread metastatic malignant neoplastic disease (disorder)|Current|C0346957|1|0.0003|200907|False||
5993|406161008|Alteration in parenting (finding)|Current|C0231417|1|0.0003|200907|False||
5994|40631009|Skew deviation (disorder)|Current|C0271381|1|0.0003|200907|False||
5995|408749000|Complex regional pain syndrome, type II, lower limb (disorder)|Current|C1443290|1|0.0003|200907|False||
5996|409675001|Partial thromboplastin time increased (finding)|Current|C0240671|1|0.0003|200907|False||
5997|409711008|Viral labyrinthitis (disorder)|Current|C0155508|1|0.0003|200907|False||
5998|41114007|Mild pre-eclampsia (disorder)|Current|C0269658|1|0.0003|200907|False||
5999|413839001|Chronic lung disease (disorder)|Current|C0746102|1|0.0003|200907|False||
6000|416032004|Cervicovaginal cytology normal or benign (finding)|Current|C1562305|1|0.0003|200907|False||
6001|416377005|Port-wine stain of skin (disorder)|Current|C0235752|1|0.0003|200907|False||
6002|416605008|Acquired obstruction of pylorus (disorder)|Current|C0001173|1|0.0003|200907|False||
6003|416878008|Papillary conjunctivitis (disorder)|Current|C0854165|1|0.0003|200907|False||
6004|419422001|Narrow angle (finding)|Current|C1410927|1|0.0003|200907|False||
6005|421631007|Gangrene associated with type II diabetes mellitus (disorder)|Current|C0579122|1|0.0003|201808|False||
6006|422065006|Constitutional short stature (disorder)|Current|C0013336|1|0.0003|200907|False||
6007|422768004|Unresponsive (finding)|Current|C0237284|1|0.0003|200907|False||
6008|423812005|Sarcoma of head and neck (disorder)|Current|C1827431|1|0.0003|200907|False||
6009|423973006|Carcinoma of uterine cervix, invasive (disorder)|Current|C1334177|1|0.0003|200907|False||
6010|42448002|Herpes zoster keratoconjunctivitis (disorder)|Current|C0153027|1|0.0003|200907|False||
6011|425492002|Generalized dystonia (disorder)|Current|C1848954|1|0.0003|200907|False||
6012|426014000|Fistula of hard palate (disorder)|Current|C1960030|1|0.0003|200907|False||
6013|427665004|Paroxysmal atrial flutter (disorder)|Current|C0741292|1|0.0003|200907|False||
6014|427778008|Incompetence of nasal valve (disorder)|Current|C1997282|1|0.0003|201108|False||
6015|427921009|Chronic ulcer of ankle (disorder)|Current|C1997585|1|0.0003|200907|False||
6016|427964002|History of tympanostomy (situation)|Current|C1998121|1|0.0003|200907|False||
6017|428383000|Anemia caused by medication (disorder)|Current|C1997376|1|0.0003|200907|False||
6018|428540007|History of mastectomy (situation)|Current|C1997869|1|0.0003|201002|False||
6019|42861008|Thrombophlebitis of iliac vein (disorder)|Current|C0347887|1|0.0003|201002|False||
6020|428848009|History of decompression of median nerve (situation)|Current|C1997189|1|0.0003|200907|False||
6021|429290001|History of radical hysterectomy (situation)|Current|C1997830|1|0.0003|200907|False||
6022|429444007|History of malignant neoplasm of ureter (situation)|Current|C1998033|1|0.0003|200907|False||
6023|429962007|Family history of hereditary disease (situation)|Current|C2316203|1|0.0003|201108|False||
6024|431737008|Acute lower urinary tract infection (disorder)|Current|C2316134|1|0.0003|201108|False||
6025|43363007|Posterior uveitis (disorder)|Current|C0042167|1|0.0003|200907|False||
6026|43491000|Acute epididymitis (disorder)|Current|C0149880|1|0.0003|200907|False||
6027|438759003|History of tonsillectomy (situation)|Current|C2586286|1|0.0003|200907|False||
6028|43935004|Vascular ectasia of gastric antrum (disorder)|Current|C0267211|1|0.0003|200907|False||
6029|43959009|Cataract co-occurrent and due to diabetes mellitus (disorder)|Current|C0011876|1|0.0003|200907|False||
6030|439656005|Arthritis of elbow (disorder)|Current|C0409212|1|0.0003|200907|False||
6031|44001008|Premature ejaculation (finding)|Current|C0033038|1|0.0003|200907|False||
